Athlete,Closing Ceremony Date,Country,Sport,Year,Age,Bronze Medals,Gold Medals,Silver Medals,Total Medals
Hanna Mariën,24-08-2008,Belgium,Athletics,2008,26,0,0,1,1
Eunice Jepkorir,24-08-2008,Kenya,Athletics,2008,26,0,0,1,1
Ainars Kovals,24-08-2008,Latvia,Athletics,2008,26,0,0,1,1
Tatyana Veshkurova,24-08-2008,Russia,Athletics,2008,26,0,0,1,1
David Payne,24-08-2008,United States,Athletics,2008,26,0,0,1,1
Jenn Stuczynski-Suhr,24-08-2008,United States,Athletics,2008,26,0,0,1,1
Jenni Screen,24-08-2008,Australia,Basketball,2008,26,0,0,1,1
José Manuel Calderón,24-08-2008,Spain,Basketball,2008,26,0,0,1,1
Yankiel León,24-08-2008,Cuba,Boxing,2008,26,0,0,1,1
Kenny Egan,24-08-2008,Ireland,Boxing,2008,26,0,0,1,1
Clemente Russo,24-08-2008,Italy,Boxing,2008,26,0,0,1,1
Jacqui Lawrence,24-08-2008,Australia,Canoeing,2008,26,0,0,1,1
Adam Van Koeverden,24-08-2008,Canada,Canoeing,2008,26,0,0,1,1
Fabien Lefèvre,24-08-2008,France,Canoeing,2008,26,0,0,1,1
Ronald Rauhe,24-08-2008,Germany,Canoeing,2008,26,0,0,1,1
David Florence,24-08-2008,Great Britain,Canoeing,2008,26,0,0,1,1
Erik Vlcek,24-08-2008,Slovakia,Canoeing,2008,26,0,0,1,1
Emilie Heymans,24-08-2008,Canada,Diving,2008,26,0,0,1,1
Radoslaw Zawrotniak,24-08-2008,Poland,Fencing,2008,26,0,0,1,1
Nam Hyeon-Hui,24-08-2008,South Korea,Fencing,2008,26,0,0,1,1
Rosana,24-08-2008,Brazil,Football,2008,26,0,0,1,1
Snorri Guðjónsson,24-08-2008,Iceland,Handball,2008,26,0,0,1,1
Yekaterina Marennikova,24-08-2008,Russia,Handball,2008,26,0,0,1,1
Amar Benikhlef,24-08-2008,Algeria,Judo,2008,26,0,0,1,1
Ludwig Paischer,24-08-2008,Austria,Judo,2008,26,0,0,1,1
Anaisis Hernández,24-08-2008,Cuba,Judo,2008,26,0,0,1,1
Maki Tsukada,24-08-2008,Japan,Judo,2008,26,0,0,1,1
Dimitris Mougios,24-08-2008,Greece,Rowing,2008,26,0,0,1,1
Marlies Smulders,24-08-2008,Netherlands,Rowing,2008,26,0,0,1,1
Nienke Kingma,24-08-2008,Netherlands,Rowing,2008,26,0,0,1,1
Sarah Siegelaar,24-08-2008,Netherlands,Rowing,2008,26,0,0,1,1
Bartlomiej Pawelczak,24-08-2008,Poland,Rowing,2008,26,0,0,1,1
Milosz Bernatajtys,24-08-2008,Poland,Rowing,2008,26,0,0,1,1
Natasha Watley,24-08-2008,United States,Softball,2008,26,0,0,1,1
Mark Lopez,24-08-2008,United States,Taekwondo,2008,26,0,0,1,1
Anabel Medina,24-08-2008,Spain,Tennis,2008,26,0,0,1,1
Nicole Davis,24-08-2008,United States,Volleyball,2008,26,0,0,1,1
Jaime Hipp,24-08-2008,United States,Waterpolo,2008,26,0,0,1,1
Natalie Golda,24-08-2008,United States,Waterpolo,2008,26,0,0,1,1
Rick Merlo,24-08-2008,United States,Waterpolo,2008,26,0,0,1,1
Tony Azevedo,24-08-2008,United States,Waterpolo,2008,26,0,0,1,1
Andrey Rybakov,24-08-2008,Belarus,Weightlifting,2008,26,0,0,1,1
Szymon Kolecki,24-08-2008,Poland,Weightlifting,2008,26,0,0,1,1
Élodie Ouédraogo,24-08-2008,Belgium,Athletics,2008,27,0,0,1,1
Yipsi Moreno,24-08-2008,Cuba,Athletics,2008,27,0,0,1,1
Christian Cantwell,24-08-2008,United States,Athletics,2008,27,0,0,1,1
Hyleas Fountain,24-08-2008,United States,Athletics,2008,27,0,0,1,1
Xie Xingfan,24-08-2008,China,Badminton,2008,27,0,0,1,1
Yoandri Urgellés,24-08-2008,Cuba,Baseball,2008,27,0,0,1,1
Belinda Snell,24-08-2008,Australia,Basketball,2008,27,0,0,1,1
Lauren Jackson,24-08-2008,Australia,Basketball,2008,27,0,0,1,1
Penny Taylor,24-08-2008,Australia,Basketball,2008,27,0,0,1,1
Rohanee Cox,24-08-2008,Australia,Basketball,2008,27,0,0,1,1
Suzy Batkovic,24-08-2008,Australia,Basketball,2008,27,0,0,1,1
Tian Jia,24-08-2008,China,Beach Volleyball,2008,27,0,0,1,1
Richard Riszdorfer,24-08-2008,Slovakia,Canoeing,2008,27,0,0,1,1
Jens-Erik Madsen,24-08-2008,Denmark,Cycling,2008,27,0,0,1,1
Gustav Larsson,24-08-2008,Sweden,Cycling,2008,27,0,0,1,1
Adam Wiercioch,24-08-2008,Poland,Fencing,2008,27,0,0,1,1
Tomasz Motyka,24-08-2008,Poland,Fencing,2008,27,0,0,1,1
Simone,24-08-2008,Brazil,Football,2008,27,0,0,1,1
Peter Odemwingie,24-08-2008,Nigeria,Football,2008,27,0,0,1,1
Hiroyuki Tomita,24-08-2008,Japan,Gymnastics,2008,27,0,0,1,1
Gervasio Deferr,24-08-2008,Spain,Gymnastics,2008,27,0,0,1,1
Hreiðar Guðmundsson,24-08-2008,Iceland,Handball,2008,27,0,0,1,1
Albert Sala,24-08-2008,Spain,Hockey,2008,27,0,0,1,1
Alex Fábregas,24-08-2008,Spain,Hockey,2008,27,0,0,1,1
Eddie Tubau,24-08-2008,Spain,Hockey,2008,27,0,0,1,1
Ramón Alegre,24-08-2008,Spain,Hockey,2008,27,0,0,1,1
Benjamin Darbelet,24-08-2008,France,Judo,2008,27,0,0,1,1
Lucie Décosse,24-08-2008,France,Judo,2008,27,0,0,1,1
Askhat Zhitkeyev,24-08-2008,Kazakhstan,Judo,2008,27,0,0,1,1
Abdullo Tangriyev,24-08-2008,Uzbekistan,Judo,2008,27,0,0,1,1
Christiane Huth,24-08-2008,Germany,Rowing,2008,27,0,0,1,1
Alex Partridge,24-08-2008,Great Britain,Rowing,2008,27,0,0,1,1
Frances Houghton,24-08-2008,Great Britain,Rowing,2008,27,0,0,1,1
Annemiek de Haan,24-08-2008,Netherlands,Rowing,2008,27,0,0,1,1
Michelle Guerette,24-08-2008,United States,Rowing,2008,27,0,0,1,1
Lobke Berkhout,24-08-2008,Netherlands,Sailing,2008,27,0,0,1,1
Matt Emmons,24-08-2008,United States,Shooting,2008,27,0,0,1,1
Jennie Finch,24-08-2008,United States,Softball,2008,27,0,0,1,1
Jessica Mendoza,24-08-2008,United States,Softball,2008,27,0,0,1,1
Tairia Flowers,24-08-2008,United States,Softball,2008,27,0,0,1,1
Fréd Bousquet,24-08-2008,France,Swimming,2008,27,0,0,1,1
Raquel Corral,24-08-2008,Spain,Synchronized Swimming,2008,27,0,0,1,1
Timo Boll,24-08-2008,Germany,Table Tennis,2008,27,0,0,1,1
Li Jia Wei,24-08-2008,Singapore,Table Tennis,2008,27,0,0,1,1
Dante,24-08-2008,Brazil,Volleyball,2008,27,0,0,1,1
Murilo,24-08-2008,Brazil,Volleyball,2008,27,0,0,1,1
Kim Willoughby,24-08-2008,United States,Volleyball,2008,27,0,0,1,1
Logan Tom,24-08-2008,United States,Volleyball,2008,27,0,0,1,1
Brandon Brooks,24-08-2008,United States,Waterpolo,2008,27,0,0,1,1
Li Hongli,24-08-2008,China,Weightlifting,2008,27,0,0,1,1
Diego Fernando Salazar,24-08-2008,Colombia,Weightlifting,2008,27,0,0,1,1
Anastasiya Kapachinskaya,24-08-2008,Russia,Athletics,2008,28,0,0,1,1
Cai Yun,24-08-2008,China,Badminton,2008,28,0,0,1,1
Lee Gyeong-Won,24-08-2008,South Korea,Badminton,2008,28,0,0,1,1
Frederich Cepeda,24-08-2008,Cuba,Baseball,2008,28,0,0,1,1
Giorvis Duvergel,24-08-2008,Cuba,Baseball,2008,28,0,0,1,1
Luis Miguel Navas,24-08-2008,Cuba,Baseball,2008,28,0,0,1,1
Norberto González,24-08-2008,Cuba,Baseball,2008,28,0,0,1,1
Vicyohandri Odelín,24-08-2008,Cuba,Baseball,2008,28,0,0,1,1
Berni Rodríguez,24-08-2008,Spain,Basketball,2008,28,0,0,1,1
Felipe Reyes,24-08-2008,Spain,Basketball,2008,28,0,0,1,1
Juan Carlos Navarro,24-08-2008,Spain,Basketball,2008,28,0,0,1,1
Pau Gasol,24-08-2008,Spain,Basketball,2008,28,0,0,1,1
Raúl López,24-08-2008,Spain,Basketball,2008,28,0,0,1,1
Manus Boonjumnong,24-08-2008,Thailand,Boxing,2008,28,0,0,1,1
Jaroslav Volf,24-08-2008,Czech Republic,Canoeing,2008,28,0,0,1,1
Ondrej Štepánek,24-08-2008,Czech Republic,Canoeing,2008,28,0,0,1,1
Erinn Smart,24-08-2008,United States,Fencing,2008,28,0,0,1,1
Takehiro Kashima,24-08-2008,Japan,Gymnastics,2008,28,0,0,1,1
Alexander Petersson,24-08-2008,Iceland,Handball,2008,28,0,0,1,1
Ingimundur Ingimundarson,24-08-2008,Iceland,Handball,2008,28,0,0,1,1
Róbert Gunnarsson,24-08-2008,Iceland,Handball,2008,28,0,0,1,1
Sturla Ásgeirsson,24-08-2008,Iceland,Handball,2008,28,0,0,1,1
Mariya Sidorova,24-08-2008,Russia,Handball,2008,28,0,0,1,1
Nataliya Shipilova,24-08-2008,Russia,Handball,2008,28,0,0,1,1
Chen Qiuqi,24-08-2008,China,Hockey,2008,28,0,0,1,1
Gao Lihua,24-08-2008,China,Hockey,2008,28,0,0,1,1
Ma Yibo,24-08-2008,China,Hockey,2008,28,0,0,1,1
Zhou Wanfeng,24-08-2008,China,Hockey,2008,28,0,0,1,1
Rodrigo Garza,24-08-2008,Spain,Hockey,2008,28,0,0,1,1
An Kum-Ae,24-08-2008,North Korea,Judo,2008,28,0,0,1,1
Maxi McKenzie-McHarg,24-08-2008,Australia,Rowing,2008,28,0,0,1,1
Scott Frandsen,24-08-2008,Canada,Rowing,2008,28,0,0,1,1
Debbie Flood,24-08-2008,Great Britain,Rowing,2008,28,0,0,1,1
Luca Agamennoni,24-08-2008,Italy,Rowing,2008,28,0,0,1,1
Annemarieke van Rumpt,24-08-2008,Netherlands,Rowing,2008,28,0,0,1,1
Kelly Kretschman,24-08-2008,United States,Softball,2008,28,0,0,1,1
Lovie Jung,24-08-2008,United States,Softball,2008,28,0,0,1,1
Paola Tirados,24-08-2008,Spain,Synchronized Swimming,2008,28,0,0,1,1
Wang Jue Gu,24-08-2008,Singapore,Table Tennis,2008,28,0,0,1,1
Yulis Mercedes,24-08-2008,Dominican Republic,Taekwondo,2008,28,0,0,1,1
Alexandros Nikolaidis,24-08-2008,Greece,Taekwondo,2008,28,0,0,1,1
Fernando González,24-08-2008,Chile,Tennis,2008,28,0,0,1,1
Karen Cockburn,24-08-2008,Canada,Trampoline,2008,28,0,0,1,1
Lindsey Berg,24-08-2008,United States,Volleyball,2008,28,0,0,1,1
Brenda Villa,24-08-2008,United States,Waterpolo,2008,28,0,0,1,1
Jeff Powers,24-08-2008,United States,Waterpolo,2008,28,0,0,1,1
Peter Hudnut,24-08-2008,United States,Waterpolo,2008,28,0,0,1,1
Avard Moncur,24-08-2008,Bahamas,Athletics,2008,29,0,0,1,1
Chris Brown,24-08-2008,Bahamas,Athletics,2008,29,0,0,1,1
Phillips Idowu,24-08-2008,Great Britain,Athletics,2008,29,0,0,1,1
Michel Enríquez,24-08-2008,Cuba,Baseball,2008,29,0,0,1,1
Álex Mumbrú,24-08-2008,Spain,Basketball,2008,29,0,0,1,1
Fábio,24-08-2008,Brazil,Beach Volleyball,2008,29,0,0,1,1
Tim Wieskötter,24-08-2008,Germany,Canoeing,2008,29,0,0,1,1
Juraj Tarr,24-08-2008,Slovakia,Canoeing,2008,29,0,0,1,1
Guðjón Valur Sigurðsson,24-08-2008,Iceland,Handball,2008,29,0,0,1,1
Inna Suslina,24-08-2008,Russia,Handball,2008,29,0,0,1,1
Irina Poltoratskaya,24-08-2008,Russia,Handball,2008,29,0,0,1,1
Tõnu Endrekson,24-08-2008,Estonia,Rowing,2008,29,0,0,1,1
Ric Egington,24-08-2008,Great Britain,Rowing,2008,29,0,0,1,1
Tom Stallard,24-08-2008,Great Britain,Rowing,2008,29,0,0,1,1
Femke Dekker,24-08-2008,Netherlands,Rowing,2008,29,0,0,1,1
Helen Tanger,24-08-2008,Netherlands,Rowing,2008,29,0,0,1,1
Pawel Randa,24-08-2008,Poland,Rowing,2008,29,0,0,1,1
Julien Bontemps,24-08-2008,France,Sailing,2008,29,0,0,1,1
Joe Glanfield,24-08-2008,Great Britain,Sailing,2008,29,0,0,1,1
Kim Rhode,24-08-2008,United States,Shooting,2008,29,0,0,1,1
Nina Solheim,24-08-2008,Norway,Taekwondo,2008,29,0,0,1,1
André Nascimento,24-08-2008,Brazil,Volleyball,2008,29,0,0,1,1
Rodrigão,24-08-2008,Brazil,Volleyball,2008,29,0,0,1,1
Heather Bown,24-08-2008,United States,Volleyball,2008,29,0,0,1,1
Tayyiba Haneef-Park,24-08-2008,United States,Volleyball,2008,29,0,0,1,1
Kim Gevaert,24-08-2008,Belgium,Athletics,2008,30,0,0,1,1
Aaron Armstrong,24-08-2008,Trinidad and Tobago,Athletics,2008,30,0,0,1,1
Shawn Crawford,24-08-2008,United States,Athletics,2008,30,0,0,1,1
Nova Widianto,24-08-2008,Indonesia,Badminton,2008,30,0,0,1,1
Jonder Martínez,24-08-2008,Cuba,Baseball,2008,30,0,0,1,1
Jorge Garbajosa,24-08-2008,Spain,Basketball,2008,30,0,0,1,1
Andry Laffita,24-08-2008,Cuba,Boxing,2008,30,0,0,1,1
Kim Knudsen,24-08-2008,Denmark,Canoeing,2008,30,0,0,1,1
Aneta Pastuszka-Konieczna,24-08-2008,Poland,Canoeing,2008,30,0,0,1,1
Sergey Ulegin,24-08-2008,Russia,Canoeing,2008,30,0,0,1,1
Arnaud Tournant,24-08-2008,France,Cycling,2008,30,0,0,1,1
Keeth Smart,24-08-2008,United States,Fencing,2008,30,0,0,1,1
Tim Morehouse,24-08-2008,United States,Fencing,2008,30,0,0,1,1
Andréia,24-08-2008,Brazil,Football,2008,30,0,0,1,1
Formiga,24-08-2008,Brazil,Football,2008,30,0,0,1,1
Fu Baorong,24-08-2008,China,Hockey,2008,30,0,0,1,1
Li Shuang,24-08-2008,China,Hockey,2008,30,0,0,1,1
Kiko Fábregas,24-08-2008,Spain,Hockey,2008,30,0,0,1,1
Pol Amat,24-08-2008,Spain,Hockey,2008,30,0,0,1,1
Dave Calder,24-08-2008,Canada,Rowing,2008,30,0,0,1,1
Acer Nethercott,24-08-2008,Great Britain,Rowing,2008,30,0,0,1,1
Alastair Heathcote,24-08-2008,Great Britain,Rowing,2008,30,0,0,1,1
Glenn Ashby,24-08-2008,Australia,Sailing,2008,30,0,0,1,1
Annemieke Bes,24-08-2008,Netherlands,Sailing,2008,30,0,0,1,1
Marcelien Bos-de Koning,24-08-2008,Netherlands,Sailing,2008,30,0,0,1,1
Otryadyn Gündegmaa,24-08-2008,Mongolia,Shooting,2008,30,0,0,1,1
Crystl Bustos,24-08-2008,United States,Softball,2008,30,0,0,1,1
Stacey Nuveman,24-08-2008,United States,Softball,2008,30,0,0,1,1
Irina Rodríguez,24-08-2008,Spain,Synchronized Swimming,2008,30,0,0,1,1
Heather Petri,24-08-2008,United States,Waterpolo,2008,30,0,0,1,1
Merrill Moses,24-08-2008,United States,Waterpolo,2008,30,0,0,1,1
Vadim Devyatovsky,24-08-2008,Belarus,Athletics,2008,31,0,0,1,1
Alexander Mayeta,24-08-2008,Cuba,Baseball,2008,31,0,0,1,1
Michal Riszdorfer,24-08-2008,Slovakia,Canoeing,2008,31,0,0,1,1
Jean-Christophe Péraud,24-08-2008,France,Cycling,2008,31,0,0,1,1
Megan Jones,24-08-2008,Australia,Equestrian,2008,31,0,0,1,1
Imke Schellekens-Bartels,24-08-2008,Netherlands,Equestrian,2008,31,0,0,1,1
Maycon,24-08-2008,Brazil,Football,2008,31,0,0,1,1
Sverre Jakobsson,24-08-2008,Iceland,Handball,2008,31,0,0,1,1
Anna Kareyeva,24-08-2008,Russia,Handball,2008,31,0,0,1,1
Minna Nieminen,24-08-2008,Finland,Rowing,2008,31,0,0,1,1
Sanna Stén,24-08-2008,Finland,Rowing,2008,31,0,0,1,1
Josh West,24-08-2008,Great Britain,Rowing,2008,31,0,0,1,1
Simone Raineri,24-08-2008,Italy,Rowing,2008,31,0,0,1,1
Nick Rogers,24-08-2008,Great Britain,Sailing,2008,31,0,0,1,1
Iker Martínez,24-08-2008,Spain,Sailing,2008,31,0,0,1,1
Xavier Fernández,24-08-2008,Spain,Sailing,2008,31,0,0,1,1
Giba,24-08-2008,Brazil,Volleyball,2008,31,0,0,1,1
Stacy Sykora,24-08-2008,United States,Volleyball,2008,31,0,0,1,1
Adam Wright,24-08-2008,United States,Waterpolo,2008,31,0,0,1,1
Iryna Lishchynska,24-08-2008,Ukraine,Athletics,2008,32,0,0,1,1
Carlos Jiménez,24-08-2008,Spain,Basketball,2008,32,0,0,1,1
Eirik Verås Larsen,24-08-2008,Norway,Canoeing,2008,32,0,0,1,1
Yoanka González,24-08-2008,Cuba,Cycling,2008,32,0,0,1,1
Oksana Romenskaya,24-08-2008,Russia,Handball,2008,32,0,0,1,1
Huang Junxia,24-08-2008,China,Hockey,2008,32,0,0,1,1
Tang Chunling,24-08-2008,China,Hockey,2008,32,0,0,1,1
Xavier Ribas,24-08-2008,Spain,Hockey,2008,32,0,0,1,1
Katherine Grainger,24-08-2008,Great Britain,Rowing,2008,32,0,0,1,1
Vasilios Polymeros,24-08-2008,Greece,Rowing,2008,32,0,0,1,1
Vasilij Žbogar,24-08-2008,Slovenia,Sailing,2008,32,0,0,1,1
Nataliya Paderina,24-08-2008,Russia,Shooting,2008,32,0,0,1,1
Adam Pine,24-08-2008,Australia,Swimming,2008,32,0,0,1,1
André Heller,24-08-2008,Brazil,Volleyball,2008,32,0,0,1,1
Escadinha,24-08-2008,Brazil,Volleyball,2008,32,0,0,1,1
Gustavo,24-08-2008,Brazil,Volleyball,2008,32,0,0,1,1
Robyn Ah Mow-Santos,24-08-2008,United States,Volleyball,2008,32,0,0,1,1
Layne Beaubien,24-08-2008,United States,Waterpolo,2008,32,0,0,1,1
Ryan Bailey,24-08-2008,United States,Waterpolo,2008,32,0,0,1,1
Eriel Sánchez,24-08-2008,Cuba,Baseball,2008,33,0,0,1,1
Kristi Harrower,24-08-2008,Australia,Basketball,2008,33,0,0,1,1
Wendy Houvenaghel,24-08-2008,Great Britain,Cycling,2008,33,0,0,1,1
Robert Andrzejuk,24-08-2008,Poland,Fencing,2008,33,0,0,1,1
Pretinha,24-08-2008,Brazil,Football,2008,33,0,0,1,1
Tânia Maranhão,24-08-2008,Brazil,Football,2008,33,0,0,1,1
Oksana Chusovitina,24-08-2008,Germany,Gymnastics,2008,33,0,0,1,1
Sigfús Sigurðsson,24-08-2008,Iceland,Handball,2008,33,0,0,1,1
Chen Zhaoxia,24-08-2008,China,Hockey,2008,33,0,0,1,1
Deborah Gravenstijn,24-08-2008,Netherlands,Judo,2008,33,0,0,1,1
Ester Workel,24-08-2008,Netherlands,Rowing,2008,33,0,0,1,1
Laura Berg,24-08-2008,United States,Softball,2008,33,0,0,1,1
Thomas Johansson,24-08-2008,Sweden,Tennis,2008,33,0,0,1,1
Simon Whitfield,24-08-2008,Canada,Triathlon,2008,33,0,0,1,1
Marcelinho,24-08-2008,Brazil,Volleyball,2008,33,0,0,1,1
Jefferson Pérez,24-08-2008,Ecuador,Athletics,2008,34,0,0,1,1
Ariel Pestano,24-08-2008,Cuba,Baseball,2008,34,0,0,1,1
Márcio,24-08-2008,Brazil,Beach Volleyball,2008,34,0,0,1,1
Aleksandr Kostoglod,24-08-2008,Russia,Canoeing,2008,34,0,0,1,1
Toni Tauler,24-08-2008,Spain,Cycling,2008,34,0,0,1,1
Dmitry Sautin,24-08-2008,Russia,Diving,2008,34,0,0,1,1
Hans Peter Minderhoud,24-08-2008,Netherlands,Equestrian,2008,34,0,0,1,1
Gina Miles,24-08-2008,United States,Equestrian,2008,34,0,0,1,1
Vivi Ruano,24-08-2008,Spain,Tennis,2008,34,0,0,1,1
Simon Aspelin,24-08-2008,Sweden,Tennis,2008,34,0,0,1,1
Anderson,24-08-2008,Brazil,Volleyball,2008,34,0,0,1,1
Eduardo Paret,24-08-2008,Cuba,Baseball,2008,35,0,0,1,1
Luis Miguel Rodríguez,24-08-2008,Cuba,Baseball,2008,35,0,0,1,1
Pedro Luis Lazo,24-08-2008,Cuba,Baseball,2008,35,0,0,1,1
Shane Rose,24-08-2008,Australia,Equestrian,2008,35,0,0,1,1
Ólafur Stefánsson,24-08-2008,Iceland,Handball,2008,35,0,0,1,1
Cheng Hui,24-08-2008,China,Hockey,2008,35,0,0,1,1
Edvinas Krungolcas,24-08-2008,Lithuania,Modern Pentathlon,2008,35,0,0,1,1
Robert Scheidt,24-08-2008,Brazil,Sailing,2008,35,0,0,1,1
Lyubov Galkina,24-08-2008,Russia,Shooting,2008,35,0,0,1,1
Danielle Scott-Arruda,24-08-2008,United States,Volleyball,2008,35,0,0,1,1
Catherine Ndereba,24-08-2008,Kenya,Athletics,2008,36,0,0,1,1
Jaouad Gharib,24-08-2008,Morocco,Athletics,2008,36,0,0,1,1
Kjersti Tysse-Plätzer,24-08-2008,Norway,Athletics,2008,36,0,0,1,1
Tully Bevilaqua,24-08-2008,Australia,Basketball,2008,36,0,0,1,1
Rossano Galtarossa,24-08-2008,Italy,Rowing,2008,36,0,0,1,1
Tan Zongliang,24-08-2008,China,Shooting,2008,36,0,0,1,1
Adiel Palma,24-08-2008,Cuba,Baseball,2008,37,0,0,1,1
Norge Luis Vera,24-08-2008,Cuba,Baseball,2008,37,0,0,1,1
Rolando Meriño,24-08-2008,Cuba,Baseball,2008,37,0,0,1,1
Darren Bundock,24-08-2008,Australia,Sailing,2008,37,0,0,1,1
Bruno Prada,24-08-2008,Brazil,Sailing,2008,37,0,0,1,1
Alessandra Sensini,24-08-2008,Italy,Sailing,2008,38,0,0,1,1
Giovanni Pellielo,24-08-2008,Italy,Shooting,2008,38,0,0,1,1
Tore Brovold,24-08-2008,Norway,Shooting,2008,38,0,0,1,1
Francesco D'Aniello,24-08-2008,Italy,Shooting,2008,39,0,0,1,1
Clayton Fredericks,24-08-2008,Australia,Equestrian,2008,40,0,0,1,1
Sonja Johnson,24-08-2008,Australia,Equestrian,2008,40,0,0,1,1
Yuriy Sukhorukov,24-08-2008,Ukraine,Shooting,2008,40,0,0,1,1
Lucinda Fredericks,24-08-2008,Australia,Equestrian,2008,42,0,0,1,1
Jüri Jaanson,24-08-2008,Estonia,Rowing,2008,42,0,0,1,1
Josefa Idem-Guerrini,24-08-2008,Italy,Canoeing,2008,43,0,0,1,1
Jill Henselwood,24-08-2008,Canada,Equestrian,2008,45,0,0,1,1
Rolf-Göran Bengtsson,24-08-2008,Sweden,Equestrian,2008,46,0,0,1,1
Ralf Schumann,24-08-2008,Germany,Shooting,2008,46,0,0,1,1
Ilario Di Buò,24-08-2008,Italy,Archery,2008,51,0,0,1,1
Mac Cone,24-08-2008,Canada,Equestrian,2008,55,0,0,1,1
Ian Millar,24-08-2008,Canada,Equestrian,2008,61,0,0,1,1
Lee Eun-Byeol,28-02-2010,South Korea,Short-Track Speed Skating,2010,18,0,0,1,1
Miriam Gössner,28-02-2010,Germany,Cross Country Skiing,2010,19,0,0,1,1
Mao Asada,28-02-2010,Japan,Figure Skating,2010,19,0,0,1,1
Kim Seong-Il,28-02-2010,South Korea,Short-Track Speed Skating,2010,19,0,0,1,1
Brian Hansen,28-02-2010,United States,Speed Skating,2010,19,0,0,1,1
Jonathan Kuck,28-02-2010,United States,Speed Skating,2010,19,0,0,1,1
Tim Tscharnke,28-02-2010,Germany,Cross Country Skiing,2010,20,0,0,1,1
Aleksandr Panzhinsky,28-02-2010,Russia,Cross Country Skiing,2010,20,0,0,1,1
Hilary Knight,28-02-2010,United States,Ice Hockey,2010,20,0,0,1,1
Jocelyne Lamoureux,28-02-2010,United States,Ice Hockey,2010,20,0,0,1,1
Monique Lamoureux,28-02-2010,United States,Ice Hockey,2010,20,0,0,1,1
Gwak Yun-Gi,28-02-2010,South Korea,Short-Track Speed Skating,2010,20,0,0,1,1
Trevor Marsicano,28-02-2010,United States,Speed Skating,2010,20,0,0,1,1
Martin Fourcade,28-02-2010,France,Biathlon,2010,21,0,0,1,1
Erik Johnson,28-02-2010,United States,Ice Hockey,2010,21,0,0,1,1
Molly Schaus,28-02-2010,United States,Ice Hockey,2010,21,0,0,1,1
Patrick Kane,28-02-2010,United States,Ice Hockey,2010,21,0,0,1,1
Jessica Gregg,28-02-2010,Canada,Short-Track Speed Skating,2010,21,0,0,1,1
Dominik Landertinger,28-02-2010,Austria,Biathlon,2010,22,0,0,1,1
Charlie White,28-02-2010,United States,Figure Skating,2010,22,0,0,1,1
Bobby Ryan,28-02-2010,United States,Ice Hockey,2010,22,0,0,1,1
Brianne McLaughlin,28-02-2010,United States,Ice Hockey,2010,22,0,0,1,1
Gigi Marvin,28-02-2010,United States,Ice Hockey,2010,22,0,0,1,1
Kacey Bellamy,28-02-2010,United States,Ice Hockey,2010,22,0,0,1,1
Kelli Stack,28-02-2010,United States,Ice Hockey,2010,22,0,0,1,1
Meghan Duggan,28-02-2010,United States,Ice Hockey,2010,22,0,0,1,1
Phil Kessel,28-02-2010,United States,Ice Hockey,2010,22,0,0,1,1
Andreas Wank,28-02-2010,Germany,Ski Jumping,2010,22,0,0,1,1
Peetu Piiroinen,28-02-2010,Finland,Snowboarding,2010,22,0,0,1,1
Yekaterina Ilyukhina,28-02-2010,Russia,Snowboarding,2010,22,0,0,1,1
Meryl Davis,28-02-2010,United States,Figure Skating,2010,23,0,0,1,1
Erika Lawler,28-02-2010,United States,Ice Hockey,2010,23,0,0,1,1
Jack Johnson,28-02-2010,United States,Ice Hockey,2010,23,0,0,1,1
Jinelle Zaugg-Siergiej,28-02-2010,United States,Ice Hockey,2010,23,0,0,1,1
Lisa Chesson,28-02-2010,United States,Ice Hockey,2010,23,0,0,1,1
Kalyna Roberge,28-02-2010,Canada,Short-Track Speed Skating,2010,23,0,0,1,1
Hannah Teter,28-02-2010,United States,Snowboarding,2010,23,0,0,1,1
Masako Hozumi,28-02-2010,Japan,Speed Skating,2010,23,0,0,1,1
Nao Kodaira,28-02-2010,Japan,Speed Skating,2010,23,0,0,1,1
Kjetil Jansrud,28-02-2010,Norway,Alpine Skiing,2010,24,0,0,1,1
Alexander Rödiger,28-02-2010,Germany,Bobsleigh,2010,24,0,0,1,1
Caitlin Cahow,28-02-2010,United States,Ice Hockey,2010,24,0,0,1,1
Jessie Vetter,28-02-2010,United States,Ice Hockey,2010,24,0,0,1,1
Paul Stastny,28-02-2010,United States,Ice Hockey,2010,24,0,0,1,1
Ryan Callahan,28-02-2010,United States,Ice Hockey,2010,24,0,0,1,1
Andris Šics,28-02-2010,Latvia,Luge,2010,24,0,0,1,1
Benjamin Karl,28-02-2010,Austria,Snowboarding,2010,24,0,0,1,1
Mike Robertson,28-02-2010,Canada,Snowboarding,2010,24,0,0,1,1
Annette Gerritsen,28-02-2010,Netherlands,Speed Skating,2010,24,0,0,1,1
Martin Putze,28-02-2010,Germany,Bobsleigh,2010,25,0,0,1,1
Martin Johnsrud Sundby,28-02-2010,Norway,Cross Country Skiing,2010,25,0,0,1,1
Dale Begg-Smith,28-02-2010,Australia,Freestyle Skiing,2010,25,0,0,1,1
David Backes,28-02-2010,United States,Ice Hockey,2010,25,0,0,1,1
Dustin Brown,28-02-2010,United States,Ice Hockey,2010,25,0,0,1,1
Joe Pavelski,28-02-2010,United States,Ice Hockey,2010,25,0,0,1,1
